21
316,30,8,54.12947441089743,1.3661545169651188,15,0
258,54,8,63.63961030678928,0.7853981633974483,30,1
233,113,8,54.0,0.0,45,2
180,220,8,64.8459713474939,1.273431181570973,60,3
82,233,8,55.02726596879042,1.237552025683224,75,4
38,272,8,53.71219600798314,0.42200502990221767,90,5
43,336,8,52.839379254491625,-0.5144513130590277,105,6
92,368,8,53.46026561849464,-1.4394808878118086,120,7
190,384,8,66.88796603276258,-1.0201207758826454,135,8
232,497,8,53.0,0.0,150,9
239,568,8,65.21502894272147,-0.9487643115057242,165,10
332,568,8,53.0,1.5707963267948966,180,11
368,544,8,55.226805085936306,0.09065988720074511,195,12
368,434,8,55.0,-0.0,210,13
470,369,8,54.0,1.5707963267948966,225,14
562,369,8,67.20119046564577,0.9332475286562039,240,15
566,305,8,57.87054518492115,-0.3162861279121545,255,16
528,246,8,66.21933252457322,-0.9031307382015419,270,17
457,230,8,56.0,1.5707963267948966,285,18
370,148,8,55.57877292636101,-0.14444157837464397,300,19
368,48,8,56.302753041036986,-0.34421868298246766,315,20
